Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,Camera_0046,Camera_0047,x_position,y_position,z_position,unit_distance_from_origin,unit_id
12213,0,48112,14137,3503,0,0,0,1984,0,0,0,0,0,43335,0,11685,7396,0,0,0,8010,0,29610,0,17160,0,26611,0,7568,2224,84762,0,8326,0,38625,0,7965,10547,40981,0,7700,10416,0,0,7353,0,0,4.56933,9.53598,0.80211,10,48
6006,0,0,0,3255,0,0,0,2783,0,0,0,0,0,18275,0,1800,3060,0,0,0,2187,0,42389,0,11033,0,36946,0,4247,0,151840,0,5112,0,114816,0,2268,0,114180,0,2754,2712,0,0,3000,0,0,7.730238,7.860764,0.787229,11,48
4862,0,0,0,2016,0,0,0,4524,0,0,0,0,0,11284,0,5005,3750,5964,0,0,3840,5964,43750,0,7896,5520,61184,0,3750,5244,0,0,4061,6468,154071,0,3840,5460,155187,0,3810,4788,0,0,3720,0,0,8.449514,5.319611,0.79518,9,48
2112,0,0,0,4403,350,0,0,820,0,0,0,0,0,12804,0,5808,4563,6837,0,0,4920,6708,0,0,722,6300,0,0,4680,6125,0,0,5040,7182,0,0,4920,6350,0,0,4720,5490,0,0,4563,0,0,8.397838,3.1962,0.786331,8,48
0,0,48077,0,2392,0,0,0,5040,0,0,0,15614,0,31752,0,4488,6355,0,0,0,7245,0,33990,0,10672,0,30674,0,6510,0,150568,0,8694,0,67320,0,8321,0,70942,0,7595,3058,183366,0,7296,0,187128,6.736216,9.934038,0.798853,12,48
0,0,33156,0,1683,0,0,0,3256,0,0,0,540,0,0,0,0,6560,0,0,0,7436,0,24621,0,13806,0,22410,0,6232,0,100640,0,7353,0,47730,0,6847,0,50652,0,6765,0,163748,0,6279,0,154062,6.699213,11.153821,0.794046,13,48
6320,0,0,22946,2816,0,0,0,5480,0,0,0,0,0,14732,0,5652,2128,2241,0,0,5004,2418,59598,0,11651,2921,65504,0,1633,4386,0,0,3990,1711,0,0,3640,3510,0,0,3741,4191,0,0,3528,0,0,5.935865,5.306201,0.793271,7,48
210,0,0,31866,4953,11988,0,0,5246,0,0,0,0,0,24990,0,8268,5984,7446,0,0,7332,7685,0,0,16212,6624,22484,0,6256,4644,0,0,4123,5343,0,0,3900,4752,0,0,3870,4318,0,0,3780,0,0,5.264149,4.608151,0.795817,6,48
4144,0,0,41561,6072,7488,0,0,7900,0,0,0,0,0,30618,0,9238,9039,10412,0,0,7155,9720,0,0,18424,7480,0,0,6550,4515,0,0,3724,5343,0,0,3900,4752,0,0,3870,4318,0,0,3780,0,0,4.729816,3.682212,0.77896,5,48
9664,0,0,17822,6720,8250,0,0,8232,0,0,0,0,0,25064,0,713,3275,1475,0,0,3510,3014,0,0,5088,2912,0,0,969,4515,0,0,3857,4352,0,0,3770,3960,0,0,3683,3810,0,0,3780,0,0,4.236245,2.645355,0.789561,4,48
0,0,19266,5130,4176,0,690,0,0,0,28,0,2040,0,0,0,0,20079,0,0,25438,26660,0,10602,154100,32524,0,9900,102608,20370,0,7068,16359,41952,0,12408,79605,37800,23220,12920,0,37278,45486,12090,0,33578,43248,20984,-0.907914,13.98499,0.794496,14,48
138788,0,0,168,0,47348,19671,0,0,0,2775,3010,0,0,0,0,198547,76500,72912,0,9460,96126,75768,0,10088,0,88403,0,8967,88800,104860,0,6545,85540,125292,8456,21280,100170,138180,8512,36900,54144,126746,0,14520,100252,19312,0,-7.495777,13.010517,0.797427,15,48
0,0,0,2616,0,21420,17775,0,0,0,3024,3080,0,0,0,0,195520,70500,74130,0,6063,95654,77988,0,13464,0,97650,0,11178,90155,106457,0,6919,88695,127281,8456,19998,102384,139236,8512,36490,56832,128256,0,14608,102459,18970,0,-8.000013,13.873382,0.794864,16,48
12600,0,0,1692,8183,9027,0,0,0,0,0,13124,0,86100,0,0,12276,9350,7590,0,0,9856,7544,0,0,0,7755,0,0,9180,16128,0,18972,16543,18954,28,0,15594,16560,8784,0,15096,15249,0,0,14190,24080,0,-1.094452,3.817803,0.79036,3,48
24,0,0,3060,1680,15525,0,0,0,0,8640,7701,0,0,0,0,25899,19598,13760,0,11834,20500,13696,0,6169,0,14105,0,16240,19040,13975,0,8400,22359,15820,0,18480,20088,14212,0,0,20655,14673,0,0,18644,10584,0,-4.832545,5.584389,0.80211,7,34
30192,0,0,12480,5175,26487,32279,0,0,0,650,10290,0,0,0,0,25298,25422,23861,0,15732,28200,23100,0,0,0,23754,0,0,25422,23100,0,16206,29643,25615,0,3796,27960,23956,0,0,26564,22995,0,0,25086,17593,0,-2.968635,7.444475,0.780117,8,34
33880,0,0,7144,6674,22468,59976,0,0,0,6672,7293,0,0,0,0,27244,16629,15808,0,22656,12446,18300,0,0,0,15190,0,22050,14942,17111,0,22560,16900,20174,0,20191,12299,18426,0,0,17360,16800,0,0,14818,20935,0,-2.525139,8.655906,0.785624,9,34
43416,0,0,5738,6256,29197,69357,0,0,0,6664,4828,0,0,0,0,25584,21500,24024,0,17112,22355,23580,0,19276,0,23751,0,50715,21250,17802,0,20790,20672,25944,22698,33670,24366,23144,6713,0,21588,13623,0,0,17112,28324,0,-2.197027,9.767751,0.787651,10,34
19866,0,0,9116,8673,17784,0,0,0,0,4816,10143,0,0,0,0,20303,14840,14490,0,0,15691,14212,0,0,0,14212,0,0,14559,13869,0,9890,16724,16354,0,0,15330,14840,0,0,15768,13802,0,0,14490,18557,0,-2.059561,6.661115,0.791379,6,34
17520,0,0,8507,7938,14076,0,0,0,0,2392,10752,0,0,0,0,17538,12935,11773,0,0,13662,11712,0,0,0,11773,0,0,12935,11460,0,0,14628,13130,0,0,13596,12152,0,0,13534,11520,0,0,12608,15762,0,-2.051288,5.575677,0.794661,5,34
14144,0,0,9741,8466,11651,0,0,0,0,4536,11328,0,0,0,0,14520,11346,9720,0,0,11834,9790,0,0,0,9720,0,0,11160,9612,0,0,12672,10846,0,0,11773,10431,0,0,11970,9845,0,0,11100,17596,0,-1.909716,4.55171,0.792201,4,34
15330,0,0,11055,13608,11284,0,0,0,0,4536,13277,0,71250,0,0,15048,11635,9918,0,0,12276,9802,0,0,0,10089,0,0,11635,9802,0,0,13110,10680,0,0,12144,10207,0,0,12078,9918,0,0,11328,18291,0,-1.687037,3.622797,0.779732,3,34
9456,0,0,6016,7339,9464,0,0,0,0,0,14652,0,33642,0,2541,10140,10140,8480,0,0,10736,8320,0,0,0,8480,0,0,9971,8480,0,0,11098,9240,0,0,10440,8692,0,0,10492,8533,0,0,9971,12214,0,-1.417168,2.609619,0.799251,2,34
4836,0,0,16170,9240,7584,0,0,0,0,0,15841,0,64416,0,30923,7602,8586,6705,0,0,9184,6660,0,0,0,6600,0,0,8532,6705,0,0,9519,7332,0,0,8802,6992,0,0,9016,6900,0,0,8478,1200,0,-1.188353,1.596703,0.795732,1,34
0,0,0,8990,12350,6705,0,0,0,0,0,18841,0,60621,0,40356,8772,7448,5964,0,0,7693,5964,0,0,0,5964,0,0,7448,5964,0,0,8109,6512,0,0,7644,6192,0,0,7854,6149,0,0,7399,0,0,-0.842859,0.501022,0.786833,0,34
0,15120,0,0,152014,4017,0,0,0,0,136840,26814,0,9120,0,6693,0,0,1360,0,0,0,720,0,0,0,450,0,0,0,4061,0,0,0,5400,0,0,0,456,0,0,0,4932,0,0,0,5292,0,-7.560783,-8.011721,0.797322,11,34
8586,71540,0,0,30360,6751,0,0,0,0,28728,20304,0,17955,0,20034,12285,0,6864,0,0,0,6776,0,0,0,7155,0,0,0,7065,0,0,0,6118,0,0,0,7520,0,0,0,7614,0,0,0,9072,0,-3.919389,-3.008545,0.948888,4,3
12261,101352,0,0,41580,6665,0,0,0,0,16590,13296,0,22742,0,27679,14271,0,6468,0,0,0,6579,0,0,0,6820,0,0,0,6820,0,0,0,7473,0,0,0,7379,0,0,0,7840,0,0,0,9234,0,-4.082926,-2.89661,0.917645,5,3
4384,0,0,17242,14861,9212,0,0,0,0,12782,13268,0,19240,0,17204,0,0,9724,0,0,0,9620,0,0,0,9880,0,0,0,9964,0,0,0,10476,0,2397,0,10615,0,0,0,11368,0,0,0,5246,0,-6.012211,-0.029818,0.942824,6,3
738,0,0,7449,19437,17094,9548,0,0,0,8299,9308,0,0,0,0,28623,22512,14820,0,13281,23206,14884,0,0,0,15438,0,198,21976,15252,0,20250,25520,17420,0,27244,23042,16698,0,0,23736,16566,0,0,21627,20038,0,-4.264439,5.584974,0.938021,7,3
27675,0,0,7938,0,22160,41829,0,0,0,140,10092,0,0,0,0,42090,28910,20856,0,18732,31411,20251,0,29295,0,21440,0,26700,28518,20670,0,14105,33495,22960,0,15708,31108,22113,0,0,26878,22140,0,0,28032,16344,0,-5.308742,5.999664,0.934454,8,3
54626,0,0,7353,0,29172,8018,0,0,0,5472,8211,0,0,0,0,58599,10,24380,0,14350,37406,24459,0,20124,0,25650,0,17220,10829,25728,0,10653,1566,30672,0,5439,37485,28808,0,0,0,28600,0,0,11200,11554,0,-6.282656,6.461235,0.936938,9,3
64192,0,0,7245,0,25584,0,0,0,0,6591,7020,0,0,0,4080,50031,0,23937,0,11600,0,23700,0,12600,0,25420,0,13328,0,23868,0,9486,0,27540,0,12450,0,26628,0,34300,0,26945,0,0,0,5850,0,-7.285937,6.948945,0.941821,10,3
10608,0,0,14256,9073,13230,0,0,0,0,11730,14688,0,49257,0,4995,20336,13032,11000,0,0,16940,10335,0,0,0,11800,0,0,14840,13330,0,0,20493,14690,0,0,19188,14208,0,0,18634,13568,0,0,17550,15111,0,-2.299219,3.246176,0.927627,3,3
0,0,0,23808,14850,10615,0,0,0,0,3420,16520,0,60300,0,47168,17020,14527,10175,0,0,15318,10175,0,0,0,10416,0,0,14328,12710,0,0,18942,13760,0,0,17550,13230,0,0,17760,13184,0,0,16632,7552,0,-2.089151,2.147871,0.939538,2,3
12780,0,0,19113,14688,10070,0,0,6180,0,0,21924,0,108968,0,0,12027,9805,6006,0,0,4368,8544,0,0,0,4284,0,0,6665,12544,0,0,17666,15510,0,0,17228,14755,0,0,15762,12932,0,0,15368,28050,0,-0.075537,1.975021,0.927772,1,3
84630,0,0,11418,6350,68174,16107,0,0,0,6850,0,0,0,0,0,80496,43512,59786,0,40680,50080,57594,22016,6963,0,56571,20664,54300,43808,24795,0,27864,26558,28583,144,0,25248,25555,705,0,23478,23130,0,0,22590,39786,0,-1.30798,10.924836,0.923751,11,3
0,0,48860,551,6627,0,0,0,0,0,992,0,0,0,0,0,39678,17755,0,0,47250,34320,5106,26145,0,5421,23976,23760,52328,22420,28885,0,38556,28836,33813,51834,0,27090,29757,53291,0,25400,26832,0,0,23959,55580,0,-0.528076,12.017803,0.929185,12,3
0,0,28012,11620,2730,0,0,0,0,0,5343,0,0,0,0,0,0,45360,0,0,50165,53440,0,23968,146264,68688,0,18648,172797,45990,13767,35934,26520,29920,0,20720,720,27798,38556,20880,0,26892,30712,0,0,24000,67467,32123,-0.350897,13.003228,0.930176,13,3
0,0,31472,11388,2952,0,0,0,0,0,6650,0,107520,0,0,0,0,44496,0,322388,61832,45453,0,21879,0,78416,0,20330,258137,41715,13338,35504,29640,30537,0,20640,720,28308,38831,20540,0,27390,31577,0,0,24804,59800,32292,0.741805,13.9906,0.930813,14,3
0,0,24273,12240,4114,0,0,0,0,0,96,0,45828,0,0,0,0,37719,0,59895,82995,0,0,19565,0,107910,0,18183,65514,19837,4309,22357,35972,50862,0,27639,0,46812,35378,28224,0,42054,50127,22791,0,38812,77763,53562,1.979297,14.902675,0.934053,15,3
0,0,19920,10320,3894,0,0,0,0,0,0,0,51649,0,0,0,0,0,0,138690,88504,0,0,14076,0,107635,0,12675,0,0,0,28270,54875,48865,0,26182,0,45500,0,26643,0,38726,4224,52299,0,35991,105678,50736,2.911504,15.752803,0.933667,16,3
0,0,5852,5840,774,0,12925,0,0,0,2618,0,110208,0,0,0,0,0,0,0,55860,0,0,8695,63308,0,0,7876,67377,0,0,11172,48548,0,0,14625,217672,0,0,14896,0,0,0,26112,0,0,52015,24304,-0.725945,16.986506,0.94577,17,3
53352,0,0,7650,32,40500,49830,0,0,0,7791,8949,0,0,0,0,50850,29754,32544,0,15517,31856,31920,0,39585,0,31434,0,30186,29326,30394,0,16632,34875,35343,0,40068,31233,31992,0,0,32032,29392,0,153648,28730,23250,0,-3.920285,9.641737,0.947816,10,20
45960,0,0,8055,4075,35088,75632,0,0,0,7742,3151,0,0,0,0,43964,26048,28551,0,24000,29016,27755,0,14719,0,28152,0,50160,25960,26789,0,22800,30816,29040,25520,36720,28428,27391,32450,0,27573,24882,0,0,25491,30527,0,-2.068656,9.77648,0.929223,9,20
41630,0,27720,9699,2088,0,0,0,0,0,7854,0,0,0,0,0,30515,19880,31185,0,44149,22932,33384,17875,0,0,31209,16165,0,19880,29890,3180,44722,23556,38194,18144,0,22192,31383,18752,0,20664,26255,0,0,19390,64468,0,-0.289967,11.016282,0.939453,11,20
0,0,51060,13394,5520,0,0,0,0,0,4558,0,0,0,0,0,3082,31527,0,0,58797,34398,0,29835,0,128464,0,27060,0,31248,2360,1450,64525,36240,0,30688,0,33872,30080,33082,0,32890,39780,1872,0,31024,104075,58350,0.427432,11.996634,0.938945,12,20
35125,0,83213,13054,6840,33813,0,0,0,0,0,0,0,0,70080,0,33082,19152,22428,0,0,8316,25250,36110,0,14993,20995,34037,0,17328,20252,0,0,19039,27560,58435,0,15444,24598,59520,0,19805,18249,0,0,16798,0,0,1.058951,8.920889,0.937697,8,20
19491,0,46107,14625,7595,23316,0,0,0,0,0,0,0,0,76076,0,18815,9312,13032,0,0,13511,10314,0,0,0,15870,6716,0,9177,8052,0,0,14040,17570,38595,0,13224,12667,53000,0,7644,5586,0,0,8680,0,0,1.195046,7.863802,0.940345,7,20
0,0,25353,10126,4192,0,0,0,0,0,920,0,44110,0,0,0,0,28980,0,333136,78275,33640,0,17112,0,73941,0,15535,0,29256,0,46434,60720,43452,0,12887,0,40710,0,20856,0,37120,0,71576,0,35125,119646,63070,1.56279,12.907184,0.942069,13,20
0,0,22116,7840,1488,0,0,0,0,0,0,0,83850,0,0,0,0,42075,0,221472,90630,31472,0,25228,0,125416,0,23460,0,42350,0,49135,126027,34800,0,14400,0,26508,0,25382,0,46818,0,72944,0,43803,24596,65514,2.276514,13.816414,0.923026,14,20
0,0,11644,10416,4477,0,0,0,0,0,0,0,32760,0,0,0,0,22356,0,180245,100529,0,0,11679,0,56862,0,11100,0,11653,0,30184,141132,0,0,20833,0,0,0,12810,0,20808,0,42456,0,12064,0,38850,3.05079,14.693924,0.941632,15,20
0,0,14694,0,3762,0,0,0,0,0,0,0,48816,0,0,0,0,0,0,110772,90375,0,0,21049,0,104280,0,18480,0,0,0,38442,169280,0,0,30618,0,0,0,31488,0,0,0,63712,0,0,0,45900,3.757135,15.563772,0.927936,16,20
22140,0,0,6912,8320,20640,0,0,0,0,0,0,0,0,102323,0,13034,14625,16077,0,0,15145,15477,0,0,0,15410,0,0,14112,11368,0,0,10865,13167,0,0,10200,11716,0,0,10244,10670,0,0,9650,0,0,0.031012,6.992953,0.912799,6,20
18250,0,0,17040,4690,16215,0,0,0,0,0,0,0,0,90828,0,16796,12240,8643,0,0,13454,11529,0,0,0,8320,0,0,7560,11368,0,0,10608,13167,0,0,10400,11658,0,0,10244,10670,0,0,9650,0,0,0.466959,5.922196,0.939108,5,20
16416,0,0,27234,396,17556,0,0,4884,0,0,0,0,0,65852,0,18705,13320,14400,0,0,14516,14060,0,0,0,14175,0,0,13320,8550,0,0,11773,9845,0,0,11092,9048,0,0,10788,8772,0,0,10374,0,0,1.611818,4.728007,0.9089,4,20
8680,0,0,17073,1624,9246,0,0,9936,0,0,0,0,42536,52668,0,2970,9486,7998,0,0,9457,7998,0,0,0,7955,0,0,9300,8208,0,0,12352,8950,0,0,11656,8575,0,0,11718,8650,0,0,11102,423,0,0.796959,3.900942,0.933031,3,20
16650,0,0,24638,13065,10244,0,0,0,0,0,17168,0,93969,0,0,16279,12222,9300,0,0,13200,9250,0,0,0,9672,0,0,12416,7568,0,0,11940,8235,0,0,10864,8055,0,0,11328,8188,0,0,10659,0,0,-0.780485,2.880203,0.926742,2,20
11229,0,0,25482,10272,11210,0,0,0,0,0,23114,0,84224,0,41134,7168,11970,10080,0,0,12544,9845,0,0,0,10080,0,0,11780,3718,0,0,9259,8096,0,0,10920,7876,0,0,10962,3380,0,0,4956,0,0,-1.053238,1.648178,0.929471,1,20
120,0,0,11532,14960,6688,0,0,75,0,0,23229,0,64678,0,39425,7878,7654,6888,0,0,7360,7014,0,0,0,6888,0,0,7476,6109,0,0,8085,4292,0,0,6642,836,0,0,2115,6109,0,0,7426,0,0,-0.623889,0.757337,0.929874,0,20
0,0,32967,0,1216,0,0,0,4773,0,0,0,13167,0,0,0,0,9310,0,0,0,10388,0,33966,0,15900,0,30749,0,9500,0,150568,0,10800,0,70278,0,10388,0,38715,0,9650,0,211254,0,9400,0,169944,8.22908,11.912596,0.948889,14,32
0,0,27857,0,4033,0,0,0,5289,0,0,0,16352,0,0,0,0,13680,0,0,0,9880,0,27990,0,22244,0,25542,0,14134,0,106578,0,15075,0,54672,0,12152,0,46920,0,14356,0,203454,0,13870,0,179478,8.052114,12.661295,0.926984,15,32
0,0,20140,0,3456,0,0,0,3936,0,0,0,17068,0,0,0,0,312,0,20619,0,0,0,20480,0,33915,0,19019,0,0,0,58092,0,0,0,34553,0,0,0,36273,0,66,0,98454,0,0,0,87019,7.090351,14.352524,0.93944,16,32
0,0,17568,0,2226,0,0,0,4080,0,0,0,18825,0,0,0,0,0,0,65120,0,0,0,14700,0,37278,0,16056,0,0,0,48260,0,0,0,23630,0,0,0,2511,0,0,0,78732,0,0,0,70378,7.094471,15.456896,0.935659,17,32
0,0,15048,0,2958,0,0,0,3136,0,0,0,19401,0,0,0,0,0,0,47500,0,0,0,18648,0,43086,0,17415,0,0,0,52020,0,0,0,29282,0,0,0,34100,0,0,0,84546,0,0,0,75735,7.440398,16.392702,0.928629,18,32
0,0,18785,0,1872,0,0,0,3808,0,0,0,44394,0,0,0,0,27255,0,10080,18009,27440,0,19725,0,62124,0,17892,0,27492,0,25235,0,15410,0,5609,0,10250,0,15190,0,23504,0,72136,0,20520,0,63574,4.529693,13.233221,0.928056,13,32
0,0,13312,0,3000,0,0,0,836,0,0,0,16038,0,0,0,0,0,0,35568,0,0,0,13020,0,0,0,12240,0,0,0,51516,0,0,0,33408,0,0,0,34450,0,0,0,81403,0,0,0,73726,7.560602,17.454326,0.941599,19,32
0,0,30969,0,3444,0,0,0,6160,0,0,0,34384,0,0,0,0,17617,0,0,0,19339,0,22720,0,41293,0,19584,0,17696,0,92160,0,29484,0,26904,0,26786,0,28800,0,26432,4,151536,0,25288,0,83941,4.579267,12.156256,0.93279,12,32
0,0,41256,12265,4445,0,0,0,6160,0,0,0,39990,0,0,0,0,12932,0,0,0,22969,0,27808,0,41168,0,24846,0,12141,0,57664,0,19210,0,45472,0,18260,1258,46683,0,15552,22272,1156,0,15900,0,127968,4.249125,11.176737,0.933303,11,32
7560,0,50752,16259,5187,0,0,0,8109,0,0,0,0,0,73320,0,17353,11076,0,0,0,12155,0,30394,0,31255,0,27262,0,11076,29799,127050,0,17360,136,82346,0,14559,16827,83496,0,21840,22145,0,0,19200,0,0,3.88853,10.221012,0.940447,10,32
22748,0,62178,22184,6028,0,0,0,8800,0,0,0,0,0,88528,0,15687,14420,0,0,0,10320,300,42224,0,33602,19188,37260,0,14490,18870,1944,0,21528,30492,92862,0,15477,26448,94872,0,16320,16264,0,0,14800,0,0,3.687233,9.277744,0.937627,9,32
12155,0,72345,20910,5538,0,0,0,9072,0,0,0,0,0,105196,0,19740,18492,25842,0,0,20592,26332,69222,0,37698,17845,40872,0,18124,12540,0,0,9202,11472,62565,0,8987,10035,64113,0,6630,10863,0,0,8442,0,0,3.367303,8.344812,0.931359,8,32
20960,0,36540,16800,6355,8184,0,0,0,0,0,0,0,0,87061,0,18389,12840,17784,0,0,10878,18160,0,0,0,16046,7290,0,12255,2279,0,0,11086,2928,37128,0,9400,2288,48140,0,2310,2009,0,0,2000,0,0,1.017608,7.876476,0.933087,7,32
12537,0,14896,30576,1943,12006,0,0,10440,0,0,0,0,0,35845,0,10692,6840,9672,0,0,9381,9200,0,0,23655,9100,92315,0,7396,6300,0,0,5068,7680,0,0,5340,6072,0,0,4576,5310,0,0,4128,0,0,4.443418,5.406267,0.940471,6,32
21384,0,0,15477,10266,18450,0,0,0,0,0,0,0,0,33768,0,20174,13420,15456,0,0,14427,15164,0,0,0,14874,0,0,12980,9456,0,0,10950,10557,0,0,5290,9849,0,0,10550,9108,0,0,9635,22320,0,-0.269653,5.993558,0.937773,5,32
16368,0,0,13623,9672,15249,0,0,0,0,0,4140,0,0,0,0,20172,14490,11799,0,0,14697,11536,0,0,0,12213,0,0,14421,9456,0,0,10560,9568,0,0,5104,9696,0,0,10388,9154,0,0,9476,22161,0,-0.558336,4.929446,0.942033,4,32
14942,0,0,11609,11895,11984,0,0,0,0,0,19749,0,76293,0,0,14880,11070,11600,0,0,11872,11144,0,0,0,11200,0,0,10865,11505,0,0,14539,12505,0,0,13312,11741,0,0,14003,10976,0,0,12852,12750,0,-0.856694,3.9021,0.942441,3,32
14850,0,0,19750,14948,10348,0,0,0,0,0,18564,0,119500,0,0,12320,11446,9024,0,0,6552,8742,0,0,0,8976,0,0,11640,6191,0,0,8232,6708,0,0,7755,6468,0,0,7824,6384,0,0,7520,0,0,-0.884366,2.865394,0.917135,2,32
12036,0,0,16827,12449,9964,0,0,0,0,0,23229,0,68526,0,3956,11715,10416,8544,0,0,6944,8722,0,0,0,8352,0,0,10230,6600,0,0,8632,7285,0,0,8150,6840,0,0,8372,6795,0,0,7900,0,0,-0.52499,1.890515,0.946693,1,32
12360,0,0,20368,14040,9360,0,0,13160,0,0,26414,0,69784,0,71749,12095,9900,6958,0,0,6985,8379,0,0,0,5170,0,0,7452,6027,0,0,8200,6536,0,0,7728,6258,0,0,7840,6216,0,0,7536,0,0,-0.257064,0.906031,0.943698,0,32
0,16767,0,0,0,2016,0,0,0,0,173824,92,0,7350,0,12354,0,0,2345,0,0,0,2376,0,0,0,555,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,2409,0,-9.617228,-8.031161,0.947817,12,40
0,10557,0,0,0,3996,0,20910,0,0,0,0,0,10098,0,0,0,0,1760,0,0,0,2695,0,0,0,2856,0,0,0,4680,0,0,0,4719,0,0,0,4602,0,0,0,3232,0,0,0,5800,0,-6.758861,-11.119872,0.934107,13,40
0,14175,0,0,0,2484,0,13826,0,0,0,0,0,13266,0,0,0,0,135,0,0,0,0,0,0,0,3120,0,0,0,1972,0,0,0,1872,0,0,0,2100,0,0,0,2967,0,0,0,3321,0,-6.069011,-10.331035,0.93979,11,40
0,17018,0,0,225031,2730,0,27246,0,0,190576,30,0,4836,0,0,0,0,294,0,0,0,380,0,0,0,3096,0,0,0,1449,0,0,0,1598,0,0,0,1537,0,0,0,3096,0,0,0,2520,0,-6.018401,-9.194838,0.93113,10,40
0,14580,0,0,122496,3696,0,0,0,0,222135,41044,0,11970,0,16926,0,0,990,0,0,0,570,0,0,0,3360,0,0,0,1037,0,0,0,3634,0,0,0,2058,0,0,0,2465,0,0,0,3510,0,-6.059967,-7.944538,0.934021,9,40
0,23621,0,0,92588,4154,0,0,0,0,149766,26970,0,13545,0,24120,0,0,66,0,0,0,1222,0,0,0,2050,0,0,0,0,0,0,0,1104,0,0,0,989,0,0,0,0,0,0,0,5168,0,-5.91524,-6.781401,0.941956,8,40
7884,34505,0,0,50688,2310,0,36504,155495,0,0,103824,0,0,0,0,10658,500,6307,0,0,9590,5310,0,0,0,6545,0,0,5453,6426,0,0,3348,6100,0,0,9727,6050,0,0,8,6344,0,0,5453,0,0,-1.220391,-7.899884,0.917129,7,40
6191,37067,0,0,38016,2288,0,0,86428,0,0,56613,0,0,0,0,5889,2001,1475,0,0,4032,1344,0,0,0,1152,0,0,1891,3844,0,0,6292,3402,0,0,5922,3250,0,0,6020,4158,0,0,5754,0,0,-0.557476,-6.965716,0.939679,6,40
6200,58926,0,0,21692,4773,0,0,62010,0,0,64452,0,0,0,44239,1848,2485,1295,0,0,4060,1500,0,0,0,1023,0,0,1677,4810,0,0,7950,4921,0,0,7644,4978,0,0,7738,5280,0,0,7344,0,0,-0.129979,-5.997448,0.937462,5,40
14964,83300,0,0,37518,9106,0,0,0,0,56304,25250,0,21520,0,24070,17544,0,8060,0,0,0,8060,0,0,0,8690,0,0,0,11005,0,0,16468,9796,0,0,15488,11618,0,0,15834,11692,0,0,14790,308,0,-4.317457,-2.482867,0.916896,4,40
15000,68480,0,0,26144,13816,0,0,0,0,4888,36990,0,27104,0,34068,21293,247,12782,0,0,15215,13398,0,0,0,13884,0,0,7728,4805,0,0,7396,5022,0,0,6264,1470,0,0,5472,4867,0,0,6683,0,0,-3.37272,-2.133653,0.917273,3,40
15563,70876,0,19654,20424,9338,0,0,0,0,0,29224,0,32883,0,34752,15563,13125,8892,0,0,13756,8892,0,0,0,9164,0,0,12950,4524,0,0,8178,5635,0,0,7695,5530,0,0,7774,5652,0,0,7304,0,0,-2.443658,-1.70712,0.941416,2,40
12931,67405,0,38610,20698,8694,0,0,0,0,0,30264,0,44312,0,42930,12864,11008,8060,0,0,11264,8060,0,0,0,8112,0,0,10773,4368,0,0,7216,4698,0,0,6880,4800,0,0,6800,4929,0,0,6513,0,0,-1.350787,-1.390687,0.936145,1,40
0,29202,0,17955,11200,5216,0,0,32640,0,0,27606,0,56889,0,55560,7520,6384,4524,0,0,6574,4524,0,0,0,4553,0,0,6384,4368,0,0,7744,4860,0,0,7568,4960,0,0,7310,5247,0,0,7014,0,0,-0.184366,-0.982835,0.948994,0,40
403,28809,0,0,56160,4130,0,26316,185498,0,0,57460,0,0,0,0,3332,0,3680,0,0,0,3944,0,0,0,3627,0,0,0,4060,0,0,0,4284,0,0,0,4248,0,0,0,4477,0,0,0,0,0,-2.087535,-8.27873,0.890494,8,47
0,33756,0,0,72352,2108,0,0,0,0,83619,35209,0,19201,0,21902,0,0,288,0,0,0,2795,0,0,0,2992,0,0,0,0,0,0,0,3015,0,0,0,3102,0,0,0,1664,0,0,0,6432,0,-6.110432,-5.154056,0.871567,7,47
0,42262,0,0,53040,6670,0,0,0,0,64296,15372,0,13166,0,17733,0,0,5075,0,0,0,5760,0,0,0,6,0,0,0,5586,0,0,0,7650,0,0,0,7650,0,0,0,5814,0,0,0,7242,0,-5.667449,-4.092962,0.898533,6,47
0,34344,0,0,89194,2646,0,0,0,0,50218,16117,0,12480,0,15696,0,0,1241,0,0,0,1020,0,0,0,945,0,0,0,1650,0,0,0,3069,0,1771,0,2640,0,0,0,0,0,0,0,1584,0,-7.823076,-4.524446,0.898789,9,47
0,26786,0,0,0,5256,0,0,0,0,53320,3510,0,9724,0,13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6396,0,600,0,0,0,0,0,0,0,0,0,2052,0,-8.813709,-4.791025,0.89597,10,47
