Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,x_position,y_position,z_position,unit_distance_from_origin,unit_id
4294,4774,0,40474,0,0,0,0,0,7.202586,-9.687574,0.964208,12,96
3498,342,0,55444,0,0,0,0,0,7.80267,-10.425554,0.956348,13,96
0,0,2464,0,0,0,19698,2555,1748,-8.48955,16.454754,0.853336,18,7
0,0,4144,0,0,0,23360,3060,1872,-8.046295,16.081221,0.841842,17,7
0,0,2080,0,0,0,32900,5320,1804,-6.739544,15.593827,0.852616,16,7
0,0,2530,0,0,0,30672,7599,1520,-5.301592,15.064997,0.849289,15,7
0,0,3540,0,0,0,64148,0,3232,-3.942043,14.472449,0.841648,14,7
56769,0,3402,0,0,0,0,5868,1648,-4.387723,13.289255,0.855007,13,7
85671,0,5168,0,0,0,0,8792,3379,-5.560904,11.730633,0.850274,12,7
56420,0,6090,0,0,0,13332,6594,3136,-6.009215,10.35758,0.850592,11,7
0,0,6732,0,0,0,24651,6776,3360,-6.275037,9.003283,0.833004,10,7
38092,1000,7682,0,0,0,15104,7636,2380,-6.409614,7.644226,0.835555,9,7
32235,56985,9843,0,0,0,15300,10354,4600,-7.055924,5.580576,0.838214,8,7
24831,38556,12710,0,0,0,8640,7568,3591,-6.605093,4.469114,0.844085,7,7
21315,0,15975,0,0,0,760,6930,3395,-6.401227,2.790462,0.846606,6,7
10920,7200,17487,0,0,0,0,9945,3008,-5.788309,1.466709,0.832814,5,7
0,29325,31270,0,0,0,0,11904,3840,-4.882647,1.031009,0.844616,4,7
10494,51291,9843,0,0,0,0,11020,0,-0.50235,3.943338,0.843047,3,7
10528,34344,0,0,0,0,0,20020,0,-0.668649,2.923108,0.826462,2,7
6970,20088,0,0,0,0,0,32340,0,0.412812,1.953455,0.84247,1,7
9310,0,0,0,0,0,0,28747,8272,0.987244,3.87602,0.85349,3,109
9120,0,0,0,0,0,0,28424,8096,0.988768,3.876468,0.853753,4,109
7520,0,0,0,0,0,0,32470,10440,2.32417,1.883419,0.83868,2,109
6235,0,0,0,0,0,0,21114,0,4.774319,1.514023,0.828196,5,109
6248,0,0,14058,0,0,0,0,13950,5.671064,2.052076,0.834151,6,109
6068,0,0,11160,0,0,0,0,11935,6.371851,3.019234,0.849067,7,109
10350,0,0,6148,0,0,0,0,17384,7.049233,3.841785,0.841783,8,109
6688,0,0,4608,0,0,0,0,6112,7.74228,4.638102,0.846443,9,109
12397,0,0,7038,0,0,0,0,0,7.811175,6.249372,0.835643,10,109
14195,0,0,5719,0,11790,0,0,0,7.906259,7.651872,0.838266,11,109
0,0,0,4585,0,72178,0,0,0,8.113715,8.842221,0.837071,12,109
0,0,0,0,0,82800,0,0,0,8.452536,9.915027,0.837757,13,109
7344,0,0,0,0,0,0,0,3885,3.555197,7.446839,0.844819,8,147
11880,0,0,0,0,0,0,0,5330,3.333634,7.254326,0.841895,7,147
17927,0,0,0,0,0,0,0,12403,2.586201,6.499487,0.835973,6,147
11400,0,0,0,0,0,0,35143,8745,1.607439,5.725537,0.844089,5,147
6474,0,6615,0,0,0,0,19720,4669,0.690921,4.94493,0.84137,4,147
15247,56173,7280,0,0,0,0,37665,7406,0.079098,3.995053,0.832701,3,147
27242,0,7800,0,0,0,0,8236,2277,0.113149,9.008929,0.841694,9,147
17574,0,6721,0,0,0,0,0,4752,0.985248,9.99634,0.843189,10,147
29904,0,5658,0,0,0,0,0,5160,1.604396,10.883689,0.835143,11,147
0,0,5240,0,0,27971,0,0,4064,2.386347,11.819119,0.842997,12,147
0,0,5808,0,0,24048,0,0,5400,3.511604,12.523374,0.837774,13,147
0,0,4120,0,0,30700,0,0,5781,3.903866,13.45315,0.843089,14,147
0,0,4524,0,0,26390,0,0,4270,4.286774,14.4325,0.840767,15,147
0,0,3960,0,0,17822,0,0,4176,4.672762,15.313971,0.840515,16,147
0,0,3080,0,0,17892,0,0,4446,5.160239,16.202923,0.849209,17,147
0,0,2277,0,0,18468,0,0,5439,5.565471,17.13201,0.827006,18,147
0,0,0,0,0,0,0,0,8360,1.61828,2.477944,0.847383,2,147
6068,22113,0,0,0,0,0,37736,0,1.234169,1.556655,0.838168,1,147
29815,0,6232,0,0,0,36166,9911,4250,-3.221949,9.335337,0.85349,9,4
14027,19328,9009,0,0,0,1888,12566,4810,-2.584457,8.612831,0.829861,8,4
14536,57757,5217,0,0,0,0,14892,5130,-1.748246,7.787036,0.851815,7,4
12558,48144,9010,0,0,0,0,17111,5616,-0.975524,6.925611,0.845062,6,4
12338,0,10740,0,0,0,0,21708,6732,-0.057902,5.959178,0.844495,5,4
36741,0,7200,0,0,0,39330,13797,4305,-3.039437,9.556645,0.831986,10,4
56304,0,6732,0,0,0,20124,9699,4294,-5.860461,9.318232,0.834617,11,4
62578,0,5254,0,0,0,17490,6006,3300,-6.126802,10.406367,0.846514,12,4
76516,0,0,0,0,0,26598,6678,2700,-6.039382,11.530789,0.835174,13,4
73968,0,4092,0,0,0,19512,5130,2600,-6.936023,12.209086,0.846062,14,4
47061,0,5084,0,0,0,0,5754,2800,-7.82943,12.800048,0.832498,15,4
0,0,1911,0,0,0,15128,5187,2522,-8.729222,13.423985,0.83956,16,4
0,0,0,0,0,0,63840,0,1974,-5.088344,16.235741,0.847091,17,4
0,0,1456,0,0,0,59055,2337,2418,-5.956531,16.994885,0.839521,18,4
7138,0,0,0,0,0,0,31755,2739,3.39483,3.625008,0.847928,4,4
0,0,0,0,0,61090,0,0,0,8.712137,13.373973,0.949194,15,92
0,0,0,0,0,72996,0,0,0,8.251377,12.49332,0.930197,14,92
0,0,0,0,0,93272,0,0,0,8.027291,11.441018,0.940022,13,92
0,0,0,0,0,100352,0,0,0,7.8602,10.342454,0.932577,12,92
520,0,0,0,0,112309,0,0,6726,7.443161,9.408626,0.929555,11,92
12320,0,0,0,0,99532,0,0,14378,7.024441,8.463801,0.924954,10,92
13266,0,0,0,0,60512,0,0,11780,6.429948,7.639905,0.940595,9,92
12736,0,0,0,0,0,0,0,11520,5.682614,6.941195,0.939339,8,92
14256,0,0,0,0,0,0,0,17088,4.967485,6.237279,0.930997,7,92
17820,0,0,0,0,0,0,0,16684,4.125997,5.599202,0.937672,6,92
16405,0,0,0,0,0,0,29400,11776,3.256971,5.029578,0.917318,5,92
13632,0,0,0,0,0,0,70310,0,2.724719,4.161532,0.920135,4,92
11554,65178,3097,0,0,0,0,31584,7560,0.215092,3.984239,0.943296,3,92
9308,0,0,0,0,0,0,39744,17328,2.573688,1.529265,0.943729,2,92
13440,15912,71136,0,59318,0,0,17236,14400,-4.708456,-2.608769,0.949752,5,113
7667,12508,51129,0,0,0,0,27876,19210,-4.366301,-2.396857,0.924637,4,113
16830,19404,26130,0,0,0,0,37788,23310,-3.612067,-1.716553,0.921261,3,113
43524,0,5548,0,0,0,61248,15750,2550,-2.166281,11.426709,0.910207,11,15
43554,0,6132,0,0,0,38900,13845,4224,-1.582739,10.853485,0.900226,10,15
31600,0,5355,0,0,0,0,0,5560,-0.297182,9.96115,0.90256,9,15
22227,0,9128,0,0,0,0,0,6426,2.314214,8.695445,0.894808,8,15
0,0,6116,0,0,0,17900,0,4636,-0.570399,12.044646,0.900007,12,15
96278,0,0,0,0,0,32592,7614,4329,-6.133598,11.463134,0.887082,13,15
0,0,4420,0,0,0,77158,0,3565,-3.354836,13.614444,0.892395,14,15
0,0,0,0,0,0,29694,0,3052,-3.835357,14.513296,0.898911,15,15
0,0,2847,0,0,22576,0,0,4182,3.152401,15.734535,0.901195,16,15
10780,0,0,0,0,0,0,0,7950,4.344313,6.703024,0.897792,7,15
7875,0,0,0,0,0,0,0,8932,4.949903,4.945221,0.900528,6,15
2646,0,0,0,0,0,0,0,9563,5.12684,3.105838,0.889803,5,15
3990,0,0,0,0,0,0,48504,0,4.00027,2.903629,0.907918,4,15
9027,0,0,0,0,0,0,60249,15264,2.952418,2.670878,0.897798,3,15
10304,0,0,0,0,0,0,41552,11773,1.512444,2.586552,0.896831,2,15
10608,38041,11421,0,0,0,0,21114,8602,-0.764832,2.836139,0.913192,2,112
16745,60860,308,0,0,0,0,31850,0,-0.134864,3.003457,0.888959,3,112
13724,0,0,0,0,0,0,60102,13536,1.803898,3.591042,0.897208,4,112
11020,0,0,0,0,0,0,48888,9600,2.667798,4.269634,0.899989,5,112
15936,0,0,0,0,0,0,12825,15540,3.204966,5.082324,0.894952,6,112
6708,0,0,0,0,0,0,0,19270,5.147161,4.75576,0.888053,7,112
18761,0,3150,0,0,0,0,27063,7650,0.509806,8.023308,0.894116,8,112
16579,0,8424,0,0,0,0,858,2838,0.24944,9.020996,0.90267,9,112
0,0,3451,0,0,25926,0,0,1526,7.273812,15.670517,0.915026,17,85
0,0,3596,0,0,11934,0,0,7670,6.862729,15.537357,0.885763,16,85
0,0,4212,0,0,39262,0,0,8576,5.233188,15.105041,0.899466,15,85
0,0,3844,0,0,33411,0,0,0,3.775766,14.503163,0.905958,14,85
0,0,4375,0,0,21630,0,0,4826,2.536197,13.766154,0.893586,13,85
0,0,5969,0,0,35640,0,0,5576,2.954195,12.655652,0.898578,12,85
0,0,0,0,0,56032,0,0,5699,3.079757,11.552848,0.89232,11,85
23370,0,9089,0,0,77592,0,0,7154,2.97863,10.578244,0.890206,10,85
13965,0,6510,0,0,0,0,0,6040,3.001651,9.481146,0.901987,9,85
22320,0,8528,0,0,0,0,0,8778,2.523956,8.636345,0.892992,8,85
19256,0,8178,0,0,0,0,0,7290,2.160371,7.693876,0.897511,7,85
0,0,0,16154,0,0,0,0,17466,5.780789,3.895416,0.893568,6,85
6110,0,0,0,0,0,0,0,10918,4.613562,3.79727,0.899209,5,85
0,0,0,0,0,0,0,40182,11940,3.700431,3.346758,0.892591,4,85
12654,36360,13623,0,0,0,0,24000,6847,-2.460968,3.133977,0.890391,3,85
11024,31926,16512,0,0,0,0,15390,8464,-2.135975,2.04147,0.904683,2,85
11136,31584,0,0,0,0,0,27323,9456,-1.453504,1.353657,0.881379,1,85
5143,9256,0,88368,0,0,0,0,28728,0.481007,-5.819919,0.915026,5,153
7089,12716,0,55522,0,0,0,0,49920,0.908485,-4.908743,0.895322,4,153
4320,10945,0,37882,0,0,0,0,26709,1.229824,-3.758908,0.901956,3,153
5587,12921,0,0,0,0,0,29797,19460,1.458942,-2.606458,0.911768,2,153
6678,14580,0,0,0,0,0,44735,18216,1.653542,-1.106284,0.906479,1,153
10230,32186,0,0,0,0,0,53196,16576,0.748707,-0.657005,0.883332,0,153
16456,9270,50142,0,66000,0,0,0,18630,-5.496063,-2.43183,0.898441,6,153
0,8428,53664,0,81550,0,0,17538,9706,-6.230207,-3.245955,0.904164,7,153
0,5588,69906,0,101722,0,0,0,0,-6.516449,-4.653218,0.903634,8,153
0,3444,0,0,53431,0,0,0,0,-6.300233,-6.456596,0.891803,9,153
0,6355,0,0,22990,0,0,0,0,-6.569855,-7.543308,0.906916,10,153
0,7097,0,0,30894,0,0,0,0,-7.057364,-8.471815,0.900707,11,153
0,0,2574,0,0,0,31360,7452,2461,-5.438584,14.907672,0.913192,15,10
0,0,4680,0,0,23226,135340,0,4104,-2.175054,15.859827,0.89858,16,10
0,0,4270,0,0,21465,204477,0,3565,0.014201,14.988785,0.882183,14,10
0,0,4160,0,0,26877,157042,0,3538,0.201603,13.970461,0.907356,13,10
0,0,3591,0,0,24396,0,0,4216,0.237045,12.993922,0.905334,12,10
0,0,5617,0,0,0,0,0,4386,0.511191,11.96473,0.898717,11,10
47550,0,6468,0,0,0,0,0,4625,0.55483,10.983765,0.88727,10,10
18768,0,7546,0,0,0,0,0,4070,0.645968,9.924837,0.903147,9,10
20560,0,5600,0,0,0,0,0,4935,0.661694,8.967643,0.899282,8,10
19710,0,9126,0,0,0,0,19610,2378,-0.103555,7.967672,0.89695,7,10
26973,0,5244,0,0,0,0,29211,5338,0.147504,6.986582,0.885154,6,10
13053,0,6201,0,0,0,0,20480,7216,0.059254,5.96394,0.900554,5,10
16450,29155,15407,0,0,0,0,13688,6591,-3.991602,2.992057,0.901809,4,10
10918,50000,675,0,0,0,0,21525,2920,0.35096,3.932401,0.908516,3,10
0,0,0,801,0,95480,0,0,0,8.046372,9.590549,0.913192,12,88
0,0,0,0,0,73386,0,0,0,7.805583,10.414063,0.875863,13,88
0,0,0,0,0,50774,0,0,2856,7.417189,11.880145,0.888245,14,88
0,0,0,0,0,28704,0,0,6674,6.732401,13.407306,0.904276,15,88
0,0,0,0,0,84976,0,0,10266,7.145788,9.639756,0.914506,11,88
0,0,0,0,0,41888,0,0,0,8.031901,13.848031,0.897408,16,88
11638,0,4917,0,0,80676,0,0,2016,3.70867,10.352639,0.903688,10,88
20884,0,819,0,0,56151,0,0,5928,3.79449,9.226,0.893892,9,88
12432,0,0,0,0,0,0,0,7095,3.773185,8.116336,0.905953,8,88
15408,0,0,0,0,0,0,0,10380,3.623236,7.115618,0.890131,7,88
14420,0,0,0,0,0,0,0,0,2.802329,6.372624,0.894504,6,88
19950,0,0,0,0,0,0,41712,9106,1.586468,5.765326,0.89261,5,88
12045,47460,9060,0,0,0,0,20060,8208,-0.000498,4.964707,0.906556,4,88
13650,49000,3240,0,0,0,0,0,5504,-0.377739,3.962242,0.90207,3,88
10759,43875,441,0,0,0,0,25415,6528,-0.266007,2.979173,0.896357,2,88
9620,35821,0,0,0,0,0,38478,5928,0.727432,1.855557,0.885887,1,88
